"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
3.095360200E-2;-5.245999694E-1;9.064599991E0;-4.859259796E1;4.943361968E1
4.095360200E-2;-6.344000101E-1;9.003600121E0;-4.853160095E1;4.936378804E1
5.095360200E-2;-6.344000101E-1;9.088999748E0;-4.889759827E1;4.973919477E1
6.095360200E-2;-7.563999891E-1;9.052399635E0;-4.876339722E1;4.960228813E1
7.095360200E-2;-9.393999577E-1;9.076799393E0;-4.865359879E1;4.950195384E1
8.095360200E-2;-9.393999577E-1;9.064599991E0;-4.873899841E1;4.958366073E1
9.095360200E-2;-1.012599945E0;9.052399635E0;-4.876339722E1;4.960685644E1
1.009536020E-1;-1.097999930E0;9.064599991E0;-4.867799759E1;4.952696262E1
1.109536020E-1;-1.146799922E0;9.076799393E0;-4.871459961E1;4.956627535E1
1.209536020E-1;-1.220000029E0;9.076799393E0;-4.870240021E1;4.955603367E1
1.309536020E-1;-1.268800020E0;8.991399765E0;-4.862919998E1;4.946973028E1
1.409536020E-1;-1.268800020E0;8.979199409E0;-4.870240021E1;4.953947579E1
1.509536020E-1;-1.146799922E0;8.942600250E0;-4.881219864E1;4.963784831E1
1.609536020E-1;-1.097999930E0;8.979199409E0;-4.875119781E1;4.958337337E1
1.709536020E-1;-1.049199939E0;8.881599426E0;-4.870240021E1;4.951673873E1
1.809536020E-1;-9.759999514E-1;8.869400024E0;-4.876339722E1;4.957305458E1
1.909536020E-1;-1.036999941E0;8.796199799E0;-4.867799759E1;4.947722657E1
2.009536020E-1;-1.049199939E0;8.808400154E0;-4.862919998E1;4.943164801E1
2.109536020E-1;-1.073599935E0;8.857199669E0;-4.850719833E1;4.932089712E1
2.209536020E-1;-1.061399937E0;8.893799782E0;-4.851939774E1;4.933921565E1
2.309536020E-1;-1.207800031E0;8.845000267E0;-4.840959930E1;4.922582773E1
2.409536020E-1;-1.329800010E0;8.771800041E0;-4.844619751E1;4.925187202E1
2.509536020E-1;-1.354200006E0;8.845000267E0;-4.837299728E1;4.919364546E1
2.609536020E-1;-1.402999997E0;8.832799911E0;-4.834859848E1;4.916882893E1
2.709536020E-1;-1.354200006E0;8.832799911E0;-4.834859848E1;4.916746065E1
2.809536020E-1;-1.329800010E0;8.808400154E0;-4.837299728E1;4.918641223E1
2.909536020E-1;-1.342000008E0;8.820599556E0;-4.829980087E1;4.911694926E1
3.009536020E-1;-1.366400003E0;8.869400024E0;-4.810459900E1;4.893450470E1
3.109536020E-1;-1.317600012E0;8.893799782E0;-4.800699997E1;4.884166040E1
3.209536020E-1;-1.293200016E0;8.906000137E0;-4.793379974E1;4.877128625E1
3.309536020E-1;-1.232200027E0;8.906000137E0;-4.804359818E1;4.887762761E1
3.409536020E-1;-1.207800031E0;8.869400024E0;-4.805579758E1;4.888235590E1
3.509536020E-1;-1.195600033E0;8.869400024E0;-4.806800079E1;4.889405298E1
3.609536020E-1;-1.183400035E0;8.857199669E0;-4.808020020E1;4.890353844E1
3.709536020E-1;-1.073599935E0;8.857199669E0;-4.829980087E1;4.911693564E1
3.809536020E-1;-9.882000089E-1;8.796199799E0;-4.847060013E1;4.927219040E1
3.909536020E-1;-8.905999660E-1;8.783999443E0;-4.858039856E1;4.937617785E1
4.009536020E-1;-8.417999744E-1;8.771800041E0;-4.871459961E1;4.950520496E1
4.109536020E-1;-8.295999765E-1;8.747400284E0;-4.882439804E1;4.960874008E1
4.209536020E-1;-7.929999828E-1;8.771800041E0;-4.879999924E1;4.958843868E1
4.309536020E-1;-8.661999702E-1;8.747400284E0;-4.872679901E1;4.951331393E1
4.409536020E-1;-9.515999556E-1;8.771800041E0;-4.876339722E1;4.955521089E1
4.509536020E-1;-1.158999920E0;8.759599686E0;-4.856819916E1;4.936541134E1
4.609536020E-1;-1.268800020E0;8.735199928E0;-4.845840073E1;4.925576283E1
4.709536020E-1;-1.317600012E0;8.796199799E0;-4.840959930E1;4.921989949E1
4.809536020E-1;-1.305400014E0;8.832799911E0;-4.828759766E1;4.910615553E1
4.909536020E-1;-1.256600022E0;8.906000137E0;-4.825099945E1;4.908212332E1
5.009536020E-1;-1.366400003E0;8.869400024E0;-4.820219803E1;4.903045177E1
5.109536020E-1;-1.354200006E0;8.906000137E0;-4.821439743E1;4.904873919E1
5.209536020E-1;-1.329800010E0;8.869400024E0;-4.815340042E1;4.898147198E1
5.309536020E-1;-1.195600033E0;8.906000137E0;-4.816559982E1;4.899664585E1
5.409536020E-1;-1.097999930E0;8.893799782E0;-4.837299728E1;4.919605822E1
5.509536020E-1;-1.110199928E0;8.857199669E0;-4.838520050E1;4.920172921E1
5.609536020E-1;-1.220000029E0;8.808400154E0;-4.836079788E1;4.917156785E1
5.709536020E-1;-1.207800031E0;8.735199928E0;-4.833639908E1;4.913420371E1
5.809536020E-1;-1.134599924E0;8.722999573E0;-4.842179871E1;4.921431325E1
5.909536020E-1;-1.085799932E0;8.710800171E0;-4.843399811E1;4.922305531E1
6.009536020E-1;-9.759999514E-1;8.747400284E0;-4.845840073E1;4.925125571E1
6.109536020E-1;-9.149999619E-1;8.759599686E0;-4.855599976E1;4.934828187E1
6.209536020E-1;-9.393999577E-1;8.771800041E0;-4.849499893E1;4.929089033E1
6.309536020E-1;-8.539999723E-1;8.759599686E0;-4.859259796E1;4.938320037E1
6.409536020E-1;-8.173999786E-1;8.771800041E0;-4.858039856E1;4.937274291E1
6.509536020E-1;-9.759999514E-1;8.759599686E0;-4.848279953E1;4.927742904E1
6.609536020E-1;-1.000399947E0;8.808400154E0;-4.839739990E1;4.920261203E1
6.709536020E-1;-9.515999556E-1;8.857199669E0;-4.845840073E1;4.927039810E1
6.809536020E-1;-1.049199939E0;8.857199669E0;-4.839739990E1;4.921238791E1
6.909536020E-1;-1.207800031E0;8.783999443E0;-4.834859848E1;4.915490212E1
7.009536020E-1;-1.268800020E0;8.735199928E0;-4.829980087E1;4.909973865E1
7.109536020E-1;-1.342000008E0;8.735199928E0;-4.818999863E1;4.899367969E1
7.209536020E-1;-1.366400003E0;8.698599815E0;-4.818999863E1;4.898784191E1
7.309536020E-1;-1.329800010E0;8.710800171E0;-4.811679840E1;4.891699803E1
7.409536020E-1;-1.305400014E0;8.710800171E0;-4.812899780E1;4.892834085E1
7.509536020E-1;-1.451799989E0;8.661999702E0;-4.794599915E1;4.874378726E1
7.609536020E-1;-1.402999997E0;8.625399590E0;-4.797039795E1;4.875987086E1
7.709536020E-1;-1.305400014E0;8.686399460E0;-4.801919937E1;4.881599239E1
7.809536020E-1;-1.281000018E0;8.674200058E0;-4.803139877E1;4.882517768E1
7.909536020E-1;-1.207800031E0;8.710800171E0;-4.820219803E1;4.899784399E1
8.009536020E-1;-1.195600033E0;8.759599686E0;-4.822660065E1;4.903024634E1
8.109536020E-1;-1.256600022E0;8.759599686E0;-4.823880005E1;4.904377086E1
8.209536020E-1;-1.256600022E0;8.771800041E0;-4.821439743E1;4.902195058E1
8.309536020E-1;-1.183400035E0;8.783999443E0;-4.838520050E1;4.919031113E1
8.409536020E-1;-1.256600022E0;8.735199928E0;-4.840959930E1;4.920743913E1
8.509536020E-1;-1.293200016E0;8.686399460E0;-4.838520050E1;4.917574127E1
8.609536020E-1;-1.354200006E0;8.686399460E0;-4.833639908E1;4.912936870E1
8.709536020E-1;-1.537199974E0;8.661999702E0;-4.816559982E1;4.896241649E1
8.809536020E-1;-1.561599970E0;8.710800171E0;-4.812899780E1;4.893584641E1
8.909536020E-1;-1.524999976E0;8.747400284E0;-4.808020020E1;4.889323356E1
9.009536020E-1;-1.561599970E0;8.747400284E0;-4.808020020E1;4.889438881E1
9.109536020E-1;-1.573799968E0;8.722999573E0;-4.805579758E1;4.886642251E1
9.209536020E-1;-1.488399982E0;8.722999573E0;-4.812899780E1;4.893573833E1
9.309536020E-1;-1.427399993E0;8.735199928E0;-4.816559982E1;4.897209608E1
9.409536020E-1;-1.342000008E0;8.759599686E0;-4.821439743E1;4.902203250E1
9.509536020E-1;-1.195600033E0;8.783999443E0;-4.825099945E1;4.905860835E1
9.609536020E-1;-1.195600033E0;8.747400284E0;-4.820219803E1;4.900406479E1
9.709536020E-1;-1.122399926E0;8.661999702E0;-4.829980087E1;4.908320267E1
9.809536020E-1;-1.061399937E0;8.625399590E0;-4.842179871E1;4.919547416E1
9.909536020E-1;-1.049199939E0;8.674200058E0;-4.833639908E1;4.911975207E1
1.000953602E0;-1.097999930E0;8.710800171E0;-4.815340042E1;4.894725340E1
1.010953602E0;-1.207800031E0;8.722999573E0;-4.801919937E1;4.882000625E1
1.020953602E0;-1.244400024E0;8.747400284E0;-4.797039795E1;4.877729618E1
1.030953602E0;-1.366400003E0;8.735199928E0;-4.792160034E1;4.873038627E1
1.040953602E0;-1.342000008E0;8.735199928E0;-4.792160034E1;4.872970820E1
1.050953602E0;-1.402999997E0;8.820599556E0;-4.795819855E1;4.878278583E1
1.060953602E0;-1.378600001E0;8.857199669E0;-4.788499832E1;4.871676907E1
1.070953602E0;-1.415199995E0;8.857199669E0;-4.797039795E1;4.880176079E1
1.080953602E0;-1.451799989E0;8.820599556E0;-4.799480057E1;4.882019645E1
1.090953602E0;-1.476199985E0;8.832799911E0;-4.790940094E1;4.873918566E1
1.100953602E0;-1.549399972E0;8.783999443E0;-4.784840012E1;4.867266872E1
1.110953602E0;-1.524999976E0;8.820599556E0;-4.777519989E1;4.860656670E1
1.120953602E0;-1.561599970E0;8.808400154E0;-4.781179810E1;4.864148995E1
1.130953602E0;-1.573799968E0;8.698599815E0;-4.768980026E1;4.850216010E1
1.140953602E0;-1.610399961E0;8.710800171E0;-4.764099884E1;4.845757111E1
1.150953602E0;-1.598199964E0;8.722999573E0;-4.770199966E1;4.851933364E1
1.160953602E0;-1.646999955E0;8.783999443E0;-4.772639847E1;4.855595088E1
1.170953602E0;-1.634799957E0;8.783999443E0;-4.779959869E1;4.862749071E1
1.180953602E0;-1.598199964E0;8.796199799E0;-4.782399750E1;4.865246253E1
1.190953602E0;-1.500599980E0;8.722999573E0;-4.801919937E1;4.882812745E1
1.200953602E0;-1.476199985E0;8.735199928E0;-4.801919937E1;4.882956474E1
1.210953602E0;-1.500599980E0;8.747400284E0;-4.800699997E1;4.882049629E1
1.220953602E0;-1.537199974E0;8.686399460E0;-4.806800079E1;4.887073991E1
1.230953602E0;-1.537199974E0;8.637599945E0;-4.799480057E1;4.879008094E1
1.240953602E0;-1.427399993E0;8.552199364E0;-4.806800079E1;4.884373332E1
1.250953602E0;-1.402999997E0;8.552199364E0;-4.811679840E1;4.889105042E1
1.260953602E0;-1.402999997E0;8.600999832E0;-4.810459900E1;4.888760632E1
1.270953602E0;-1.488399982E0;8.625399590E0;-4.798259735E1;4.877440416E1
1.280953602E0;-1.512799978E0;8.576600075E0;-4.799480057E1;4.877855588E1
1.290953602E0;-1.476199985E0;8.649800301E0;-4.800699997E1;4.880235914E1
1.300953602E0;-1.439599991E0;8.686399460E0;-4.792160034E1;4.872377000E1
1.310953602E0;-1.415199995E0;8.735199928E0;-4.784840012E1;4.865979760E1
1.320953602E0;-1.439599991E0;8.796199799E0;-4.781179810E1;4.863551805E1
1.330953602E0;-1.415199995E0;8.808400154E0;-4.782399750E1;4.864900247E1
1.340953602E0;-1.415199995E0;8.759599686E0;-4.788499832E1;4.870016881E1
1.350953602E0;-1.439599991E0;8.698599815E0;-4.782399750E1;4.862995809E1
1.360953602E0;-1.427399993E0;8.783999443E0;-4.776300049E1;4.858498052E1
1.370953602E0;-1.366400003E0;8.808400154E0;-4.789719772E1;4.871957011E1
1.380953602E0;-1.329800010E0;8.808400154E0;-4.798259735E1;4.880251971E1
1.390953602E0;-1.232200027E0;8.783999443E0;-4.806800079E1;4.887954238E1
1.400953602E0;-1.220000029E0;8.808400154E0;-4.806800079E1;4.888362726E1
1.410953602E0;-1.268800020E0;8.735199928E0;-4.803139877E1;4.883573322E1
1.420953602E0;-1.171200037E0;8.735199928E0;-4.804359818E1;4.884529407E1
1.430953602E0;-1.097999930E0;8.783999443E0;-4.808020020E1;4.888834115E1
1.440953602E0;-1.097999930E0;8.783999443E0;-4.815340042E1;4.896033315E1
1.450953602E0;-1.220000029E0;8.771800041E0;-4.797039795E1;4.878106144E1
1.460953602E0;-1.183400035E0;8.698599815E0;-4.803139877E1;4.882705544E1
1.470953602E0;-1.256600022E0;8.686399460E0;-4.797039795E1;4.876670646E1
1.480953602E0;-1.305400014E0;8.637599945E0;-4.797039795E1;4.875931994E1
1.490953602E0;-1.207800031E0;8.686399460E0;-4.809239960E1;4.888549085E1
1.500953602E0;-1.317600012E0;8.710800171E0;-4.810459900E1;4.890466802E1
1.510953602E0;-1.415199995E0;8.722999573E0;-4.811679840E1;4.892156785E1
1.520953602E0;-1.427399993E0;8.722999573E0;-4.809239960E1;4.889792522E1
1.530953602E0;-1.281000018E0;8.698599815E0;-4.826319885E1;4.905754746E1
1.540953602E0;-1.354200006E0;8.783999443E0;-4.817779922E1;4.899074241E1
1.550953602E0;-1.427399993E0;8.832799911E0;-4.815340042E1;4.897760506E1
1.560953602E0;-1.427399993E0;8.845000267E0;-4.820219803E1;4.902778187E1
1.570953602E0;-1.524999976E0;8.771800041E0;-4.810459900E1;4.892159590E1
1.580953602E0;-1.402999997E0;8.808400154E0;-4.817779922E1;4.899649641E1
1.590953602E0;-1.329800010E0;8.808400154E0;-4.809239960E1;4.891048129E1
1.600953602E0;-1.281000018E0;8.808400154E0;-4.808020020E1;4.889718320E1
1.610953602E0;-1.415199995E0;8.759599686E0;-4.803139877E1;4.884412601E1
1.620953602E0;-1.415199995E0;8.722999573E0;-4.797039795E1;4.877758288E1
1.630953602E0;-1.342000008E0;8.564399719E0;-4.800699997E1;4.878341883E1
1.640953602E0;-1.256600022E0;8.588799477E0;-4.797039795E1;4.874941640E1
1.650953602E0;-1.207800031E0;8.661999702E0;-4.795819855E1;4.874913156E1
1.660953602E0;-1.244400024E0;8.600999832E0;-4.787279892E1;4.865522177E1
1.670953602E0;-1.183400035E0;8.515600204E0;-4.800699997E1;4.877076920E1
1.680953602E0;-1.207800031E0;8.466799736E0;-4.808020020E1;4.883493759E1
1.690953602E0;-1.073599935E0;8.515600204E0;-4.818999863E1;4.894838129E1
1.700953602E0;-1.024799943E0;8.454599380E0;-4.828759766E1;4.903287217E1
1.710953602E0;-9.882000089E-1;8.576600075E0;-4.843399811E1;4.919742657E1
1.720953602E0;-9.637999535E-1;8.539999962E0;-4.847060013E1;4.922661462E1
1.730953602E0;-9.759999514E-1;8.491199493E0;-4.849499893E1;4.924244070E1
1.740953602E0;-1.085799932E0;8.454599380E0;-4.834859848E1;4.909425819E1
1.750953602E0;-1.122399926E0;8.576600075E0;-4.832419968E1;4.909222061E1
1.760953602E0;-1.146799922E0;8.625399590E0;-4.825099945E1;4.902929345E1
1.770953602E0;-1.293200016E0;8.625399590E0;-4.810459900E1;4.888887736E1
1.780953602E0;-1.366400003E0;8.710800171E0;-4.803139877E1;4.883400820E1
1.790953602E0;-1.354200006E0;8.759599686E0;-4.804359818E1;4.885439356E1
1.800953602E0;-1.390799999E0;8.735199928E0;-4.804359818E1;4.885105289E1
1.810953602E0;-1.427399993E0;8.674200058E0;-4.798259735E1;4.878123477E1
1.820953602E0;-1.402999997E0;8.698599815E0;-4.800699997E1;4.880887311E1
1.830953602E0;-1.427399993E0;8.625399590E0;-4.799480057E1;4.878458640E1
1.840953602E0;-1.415199995E0;8.576600075E0;-4.800699997E1;4.878763067E1
1.850953602E0;-1.366400003E0;8.539999962E0;-4.805579758E1;4.882784379E1
1.860953602E0;-1.415199995E0;8.515600204E0;-4.812899780E1;4.889702105E1
1.870953602E0;-1.537199974E0;8.442399979E0;-4.800699997E1;4.876791104E1
1.880953602E0;-1.500599980E0;8.491199493E0;-4.811679840E1;4.888331574E1
1.890953602E0;-1.366400003E0;8.576600075E0;-4.825099945E1;4.902636093E1
1.900953602E0;-1.293200016E0;8.625399590E0;-4.842179871E1;4.920102107E1
1.910953602E0;-1.268800020E0;8.625399590E0;-4.861700058E1;4.939251074E1
1.920953602E0;-1.171200037E0;8.625399590E0;-4.876339722E1;4.953421177E1
1.930953602E0;-1.146799922E0;8.625399590E0;-4.883659744E1;4.960570449E1
1.940953602E0;-1.012599945E0;8.649800301E0;-4.890979767E1;4.967909733E1
1.950953602E0;-9.637999535E-1;8.613200188E0;-4.886100006E1;4.962371867E1
1.960953602E0;-1.012599945E0;8.661999702E0;-4.877560043E1;4.954911498E1
1.970953602E0;-1.146799922E0;8.710800171E0;-4.875119781E1;4.953657717E1
1.980953602E0;-1.232200027E0;8.722999573E0;-4.869020081E1;4.948075073E1
1.990953602E0;-1.281000018E0;8.710800171E0;-4.842179871E1;4.921574535E1
2.000953602E0;-1.354200006E0;8.747400284E0;-4.825099945E1;4.905619041E1
2.010953602E0;-1.366400003E0;8.845000267E0;-4.832419968E1;4.914600038E1
2.020953602E0;-1.402999997E0;8.857199669E0;-4.829980087E1;4.912523953E1
2.030953602E0;-1.402999997E0;8.881599426E0;-4.827539825E1;4.910565440E1
2.040953602E0;-1.463999987E0;8.869400024E0;-4.820219803E1;4.903326878E1
2.050953602E0;-1.354200006E0;8.832799911E0;-4.829980087E1;4.911947655E1
2.060953602E0;-1.305400014E0;8.845000267E0;-4.828759766E1;4.910835149E1
2.070953602E0;-1.293200016E0;8.881599426E0;-4.837299728E1;4.919859796E1
2.080953602E0;-1.305400014E0;8.893799782E0;-4.843399811E1;4.926109942E1
2.090953602E0;-1.305400014E0;8.857199669E0;-4.831200027E1;4.913454412E1
2.100953602E0;-1.281000018E0;8.832799911E0;-4.834859848E1;4.916549898E1
2.110953602E0;-1.281000018E0;8.857199669E0;-4.837299728E1;4.919387984E1
2.120953602E0;-1.256600022E0;8.796199799E0;-4.850719833E1;4.931430284E1
2.130953602E0;-1.342000008E0;8.759599686E0;-4.837299728E1;4.917802779E1
2.140953602E0;-1.317600012E0;8.747400284E0;-4.845840073E1;4.925920911E1
2.150953602E0;-1.268800020E0;8.735199928E0;-4.850719833E1;4.930377127E1
2.160953602E0;-1.183400035E0;8.674200058E0;-4.859259796E1;4.937492034E1
2.170953602E0;-1.195600033E0;8.661999702E0;-4.853160095E1;4.931304076E1
2.180953602E0;-1.256600022E0;8.710800171E0;-4.842179871E1;4.921511631E1
2.190953602E0;-1.256600022E0;8.710800171E0;-4.839739990E1;4.919111099E1
2.200953602E0;-1.293200016E0;8.710800171E0;-4.820219803E1;4.900002348E1
2.210953602E0;-1.195600033E0;8.686399460E0;-4.822660065E1;4.901722151E1
2.220953602E0;-1.146799922E0;8.637599945E0;-4.818999863E1;4.897141258E1
2.230953602E0;-1.097999930E0;8.637599945E0;-4.820219803E1;4.898229916E1
2.240953602E0;-1.097999930E0;8.674200058E0;-4.818999863E1;4.897676304E1
2.250953602E0;-1.097999930E0;8.674200058E0;-4.829980087E1;4.908480534E1
2.260953602E0;-1.134599924E0;8.588799477E0;-4.833639908E1;4.910664180E1
2.270953602E0;-1.097999930E0;8.613200188E0;-4.839739990E1;4.917012445E1
2.280953602E0;-1.061399937E0;8.686399460E0;-4.848279953E1;4.926623545E1
2.290953602E0;-1.134599924E0;8.747400284E0;-4.858039856E1;4.937468433E1
2.300953602E0;-1.134599924E0;8.783999443E0;-4.855599976E1;4.935717856E1
2.310953602E0;-1.122399926E0;8.783999443E0;-4.856819916E1;4.936890111E1
2.320953602E0;-1.207800031E0;8.796199799E0;-4.842179871E1;4.922908187E1
2.330953602E0;-1.256600022E0;8.735199928E0;-4.828759766E1;4.908742047E1
2.340953602E0;-1.268800020E0;8.759599686E0;-4.818999863E1;4.899608564E1
2.350953602E0;-1.305400014E0;8.771800041E0;-4.814119720E1;4.895123506E1
2.360953602E0;-1.207800031E0;8.686399460E0;-4.826319885E1;4.905352872E1
2.370953602E0;-1.110199928E0;8.661999702E0;-4.820219803E1;4.898688271E1
2.380953602E0;-1.085799932E0;8.686399460E0;-4.828759766E1;4.907468374E1
2.390953602E0;-1.171200037E0;8.722999573E0;-4.821439743E1;4.901112680E1
2.400953602E0;-1.146799922E0;8.710800171E0;-4.834859848E1;4.914041274E1
2.410953602E0;-1.061399937E0;8.722999573E0;-4.847060013E1;4.926069801E1
2.420953602E0;-9.393999577E-1;8.771800041E0;-4.862919998E1;4.942293030E1
2.430953602E0;-8.783999681E-1;8.796199799E0;-4.873899841E1;4.953417693E1
2.440953602E0;-9.637999535E-1;8.845000267E0;-4.865359879E1;4.946044495E1
2.450953602E0;-1.085799932E0;8.869400024E0;-4.855599976E1;4.937135131E1
2.460953602E0;-1.122399926E0;8.869400024E0;-4.853160095E1;4.934817453E1
2.470953602E0;-1.110199928E0;8.857199669E0;-4.851939774E1;4.933370538E1
2.480953602E0;-1.122399926E0;8.820599556E0;-4.838520050E1;4.919543054E1
2.490953602E0;-1.244400024E0;8.881599426E0;-4.821439743E1;4.904140556E1
2.500953602E0;-1.281000018E0;8.845000267E0;-4.809239960E1;4.891578365E1
2.510953602E0;-1.354200006E0;8.747400284E0;-4.790940094E1;4.872023776E1
2.520953602E0;-1.390799999E0;8.686399460E0;-4.782399750E1;4.862635702E1
2.530953602E0;-1.402999997E0;8.600999832E0;-4.779959869E1;4.858752147E1
2.540953602E0;-1.500599980E0;8.576600075E0;-4.772639847E1;4.851411114E1
2.550953602E0;-1.549399972E0;8.600999832E0;-4.767760086E1;4.847196573E1
2.560953602E0;-1.573799968E0;8.613200188E0;-4.772639847E1;4.852291391E1
2.570953602E0;-1.512799978E0;8.564399719E0;-4.782399750E1;4.860835569E1
2.580953602E0;-1.549399972E0;8.576600075E0;-4.778739929E1;4.857565481E1
2.590953602E0;-1.512799978E0;8.637599945E0;-4.786059952E1;4.865730863E1
2.600953602E0;-1.537199974E0;8.698599815E0;-4.787279892E1;4.868093568E1
2.610953602E0;-1.524999976E0;8.735199928E0;-4.790940094E1;4.872309556E1
2.620953602E0;-1.524999976E0;8.686399460E0;-4.776300049E1;4.857039609E1
2.630953602E0;-1.524999976E0;8.613200188E0;-4.776300049E1;4.855735843E1
2.640953602E0;-1.463999987E0;8.674200058E0;-4.788499832E1;4.868632361E1
2.650953602E0;-1.427399993E0;8.661999702E0;-4.790940094E1;4.870706733E1
2.660953602E0;-1.451799989E0;8.674200058E0;-4.795819855E1;4.875795605E1
2.670953602E0;-1.488399982E0;8.674200058E0;-4.799480057E1;4.879506084E1
2.680953602E0;-1.451799989E0;8.698599815E0;-4.801919937E1;4.882229890E1
2.690953602E0;-1.415199995E0;8.735199928E0;-4.806800079E1;4.887575277E1
2.700953602E0;-1.354200006E0;8.747400284E0;-4.826319885E1;4.906818962E1
2.710953602E0;-1.232200027E0;8.783999443E0;-4.839739990E1;4.920350882E1
2.720953602E0;-1.244400024E0;8.735199928E0;-4.837299728E1;4.917112075E1
2.730953602E0;-1.232200027E0;8.735199928E0;-4.844619751E1;4.924282778E1
2.740953602E0;-1.183400035E0;8.710800171E0;-4.840959930E1;4.920129856E1
2.750953602E0;-1.097999930E0;8.710800171E0;-4.842179871E1;4.921132221E1
2.760953602E0;-1.012599945E0;8.674200058E0;-4.858039856E1;4.935911496E1
2.770953602E0;-1.000399947E0;8.747400284E0;-4.865359879E1;4.944381141E1
2.780953602E0;-1.036999941E0;8.783999443E0;-4.869020081E1;4.948706568E1
2.790953602E0;-1.134599924E0;8.857199669E0;-4.873899841E1;4.955024994E1
